Text ID,Comment,Max char limit,Asian char limit,English,Japanese,Korean,TChinese,French,German,Spanish Spain,Spanish LatAm,Portuguese,Italian,Turkish,Arabic,Thai,Swedish,Polish,French limit,German limit,sp-ES limit,sp-M9 limit,pt-BR limit,it limit,tur limit,ara limit,thai limit,swe limit,pol limit,jp limit,kor limit,cht limit,
tutorial swipe to jump,as in press a finger down and swipe and release to jump,32,16,Swipe to JUMP,スワイプでジャンプ,스와이프해서 점프,滑動手指跳躍,Balayez pour SAUTER,"Wische, um zu SPRINGEN!",Desliza para SALTAR,Desliza para SALTAR,Deslize para PULAR,Scorri con il dito per SALTARE,ZIPLAMAK için kaydır,مرّر للقفز,ปัด​เพื่อ​กระโดด,Svep för att HOPPA,"Przesuń palcem, aby SKOCZYĆ",32,32,32,32,32,32,32,32,32,32,32,16,16,16,
tutorial gamepad ls to jump,gamepad controls: left stick (%1%) to aim then press A button (%2%) to jump,32,16,%1% to aim\nthen press %2% to JUMP,左スティックで狙って\nAボタンでジャンプ,%1%으로 조준하고\n%2%을 눌러 점프,用%1%瞄準\n再按%2%跳躍,Visez avec %1%\net SAUTEZ avec %2%,"Ziele mit %1%,\ndann SPRINGE mit %2%!",%1%: apuntar\ny %2%: SALTAR,Apunta con %1%\ny SALTA con %2%,Mirar: %1%\nPULAR: aperte %2%,Mira con %1%\ne SALTA con %2%,%1% ile hedef al\nve %2% ile ZIPLA,%1% للتصويب\nثم ضغط %2% للقفز,%1% เพื่อ​เล็ง​\nจาก​นั้น​กด %2% เพื่อ​กระโดด,Sikta med %1%\noch tryck på %2% för att HOPPA,"%1%, aby wycelować,\ni %2%, aby SKOCZYĆ",32,32,32,32,32,32,32,32,32,32,32,16,16,16,
tutorial tap slam down,as in press a finger down and quickly release while the player character is in the air to slam down,32,16,Tap while in the air to SLAM DOWN,空中にいるとき\nタップでスラム,공중에 있을 때 탭해서 슬램 다운,在空中輕按，施展向下重擊,Touchez en l'air pour PIQUER AU SOL,"Tippe zum ZUSCHLAGEN,\nwenn du in der Luft bist!",Toca en el aire para PICADO,Toca al saltar y da un PISOTÓN,Toque enquanto estiver no ar para BATER,Tocca in volo per SCHIANTO,DALIŞ için havadayken dokun,انقر في الهواء للضرب تحتك,แตะ​ขณะ​อยู่​กลาง​อากาศ​เพื่อ​ทิ้ง​ตัว​ลง​มา,Tryck när du är i luften för att MOSA,"Dotknij, gdy postać jest w powietrzu, aby PLASNĄĆ",32,32,32,32,32,32,32,32,32,32,32,16,16,16,
tutorial gamepad slam down,%1% is to be replaced by B button,32,16,Press %1% in the air to SLAM DOWN,空中でBボタンでスラム,공중에 있을 때 %1%을 눌러서 슬램 다운,在空中按%1%，施展向下重擊,Appuyez sur %1% pour PIQUER AU SOL,"Drücke zum ZUSCHLAGEN %1%,\nwenn du in der Luft bist!",Pulsa %1% en el aire para PICADO,Usa %1% al saltar y da un PISOTÓN,Aperte %1% no ar para BATER,Tocca %1% in volo per SCHIANTO,Havadayken %1% ile DAL,ضغط %1% في الهواء للانقضاض,แตะ %1% ขณะ​อยู่​กลาง​อากาศ​เพื่อ​ทิ้ง​ตัว​ลง​มา,Tryck på %1% när du är i luften för att MOSA,"Naciśnij %1%, gdy postać jest w powietrzu, aby PLASNĄĆ",32,32,32,32,32,32,32,32,32,32,32,16,16,16,
tutorial jump again,as in perform the jump control while in the air to jump again (air jump),32,16,Jump again while in the air to AIR JUMP,空中でスワイプで\n空中ジャンプ,공중에 있을 때 다시 점프해서 공중 점프,在空中再次跳躍，施展空中跳躍,Balayez en l'air pour un SAUT AÉRIEN,"Springe für einen LUFTSPRUNG erneut,\nwenn du in der Luft bist!",Salta de nuevo en el aire para SALTO AÉREO,Desliza dos veces para dar un SALTO AÉREO,Pule novamente para PULAR NO AR,Salta in volo per SALTO AEREO,HAVADA ZIPLAMA için tekrar zıpla,اقفز مجددًا في الهواء لتأدية قفزة هوائية,กระโดด​อีก​ครั้ง​ขณะ​อยู่​กลาง​อากาศ​เพื่อ​กระโดด​กลาง​อากาศ,Hoppa igen i luften för att LUFTHOPPA,"Podskocz w locie, aby wykonać SKOK W POWIETRZU",32,32,32,32,32,32,32,32,32,32,32,16,16,16,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tutorial juiceman hello,video of this sequence can be viewed here https://www.notion.so/moppin/Poinpy-localization-document-01f94f424e7a4801ae658910d89e1b31#9eb229c513f443fb84ce094cc5695b7b,72,48,"Oh![delay,600] Hello!","あっ！[delay,600]こんにちは～","오![delay,600] 안녕!","嗨！[delay,600]你好！","Oh ![delay,600] Salut !","Oh![delay,600] Hallo!","¡Oh![delay,600] ¡Hola!","¡Ah![delay,600] ¡Hola!","Ah![delay,600] Olá!","Oh![delay,600] Ciao!","Ah![delay,600] Merhaba!","أوه! [delay,600] مرحبًا!","โอ๊ะ![delay,600] สวัสดี!","Åh![delay,600] Hej!","Och![delay,600] Witaj!",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
tutorial juiceman make me,,72,48,"To pass through here, you must pay the toll... [delay,600]with Fruit Juice!","ここでは　つうこうりょうとして\nフルーツジュースをいただいてるよ","여기를 지나가려면 통행세를 내야 해... [delay,600]과일 주스로!","想通過就得付過路費……[delay,600]給我好喝的果汁！","Pour passer, tu dois payer le péage... [delay,600]en jus de fruits !","Um hier vorbeizukommen, musst du Zoll bezahlen ... [delay,600]und zwar mit Fruchtsaft!","Si quieres pasar, paga el peaje... [delay,600]¡con zumo de frutas!","Para pasar debes pagar la cuota... [delay,600]¡con jugo de fruta!","Pra passar é preciso pagar uma taxa... [delay,600]de suco de fruta!","Per passare di qui devi pagarmi in... [delay,600]Succo di frutta!","Buradan geçmek için bedelini ödemelisin... [delay,600]Meyve Suyu ile!","كي تمر من هنا عليك دفع الثمن… [delay,600]باستخدام عصير الفاكهة!","ถ้า​จะ​ผ่าน​ตรง​นี้​ก็​ต้อง​จ่าย​ค่า​ผ่าน​ทาง... [delay,600]เป็น​น้ำ​ผล​ไม้​นะ!","Vill du komma vidare? Då får du betala tullavgiften... [delay,600]i fruktsaft!","Aby przejść dalej, musisz uiścić opłatę… [delay,600]płacąc sokiem owocowym!",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
tutorial juiceman recipe,,72,48,"This thing up here\nis the ""Juice Recipe"".","この上のやつが\nジュースの「レシピ」[delay,600]","여기 위에\n""주스 레시피""가 있어.",上面這個是\n「果汁食譜」。,"En haut, tu peux voir\nla « recette du jus ».",Das Ding hier oben\nist das „Saftrezept“.,"Eso de arriba\nes la ""receta de zumo"".","Aquí arriba está\nla ""receta del jugo"".","Essa coisa aí em cima\né a ""receita de suco"".","Questa cosa in alto\nè la ""Ricetta del succo"".","Bu yukarıdaki şey\n""Meyve Suyu Tarifi"".","هذا الشيء الموجود\nبالأعلى هو ""وصفة العصير.""","ที่​อยู่​บน​นี้​คือ\n""สูตร​น้ำ​ผลไม้""",Grejen här uppe\när saftreceptet.,Na górze widzisz\n„Przepis na sok”.,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
tutorial juiceman squash,,72,48,"Get the fruits in the Recipe,[delay,600] then land on the ground to make some Juice!","レシピのフルーツ　まとめてとって\nつぶしてジュースをつくってね","레시피에 있는 과일을 모아서[delay,600] 착지하면 주스를 만들 수 있어!","收集食譜需要的水果，[delay,600]然後向下重擊地面，榨出果汁！","Récupère les fruits de la recette,[delay,600] puis atterris pour faire du jus !","Sammle die Früchte aus dem Rezept[delay,600] und lande dann, um Saft zu machen!","¡Coge las frutas de la receta[delay,600] y aterriza para hacer el zumo!","Consigue las frutas de la receta[delay,600] ¡y pisa el suelo para preparar el jugo!","Pegue as frutas na receita,[delay,600] e caia no chão para fazer o suco!","Prendi la frutta richiesta[delay,600] e atterra per preparare del Succo!","Tarifteki meyveleri al,[delay,600] ve ardından Meyve Suyu yapmak için yere in!","اجلب الفاكهة في الوصفة، [delay,600] ثم اهبط على الأرض لتصنع بعض العصير!","หา​ผลไม้​ตาม​สูตร​มา[delay,600] จาก​นั้น​ก็​ลงพื้น​เพื่อ​ทำ​น้ำ​ผลไม้​นะ!","Samla frukterna i receptet,[delay,600] landa sedan på marken för att göra saft!","Zdobądź owoce z przepisu,[delay,600] a następnie wyląduj, żeby przygotować sok!",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
tutorial juiceman good,,72,48,Mmm delicious!,"うまい[delay,300]　あまい[delay,300]　おいしい","냠냠, 맛있네!",真好喝！,"Miam, délicieux !",Hmmm ... köstlich!,"¡Mmm, está riquísimo!","Mmm, ¡riquísimo!","Hum, que delícia!","Mmm, delizioso!","Mmm, nefis!","ممم، لذيذ!",อื้ม อร่อย!,Mmmums!,"Mmm, pyszne!",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
tutorial juiceman fast test,,72,48,Now for some added challenge.,つぎはすこし　むずかしくなるよ,이제 좀 더 어려운 걸 해볼까.,不過困難的還在後頭呢。,Compliquons un peu les choses à présent.,Jetzt wird es ein bisschen kniffliger.,Vamos a complicarlo un poco.,"Bien, vamos a agregar otro desafío.",Agora vamos aumentar o desafio.,E ora qualche sfida aggiuntiva.,Şimdi biraz daha zorlaştıralım.,والآن لنزِد من قدر التحدي.,ทีนี้​ก็​เพิ่ม​ความ​ท้าทาย​กัน​หน่อย,Ska vi göra det lite svårare?,Teraz czeka nas dodatkowe wyzwanie.,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
tutorial juiceman see timer,,72,48,See this thing counting down?,"ここのこれがほら\n[delay,1200]へっていくよ",여기 시간 가는 거 보이지?,看到食譜正在倒數了嗎？,Tu vois ce compte à rebours ?,"Siehst du das Ding, das die Zeit runterzählt?",¿Ves esta nube de cuenta atrás?,¿Ves cómo avanza el indicador?,Está vendo esse treco em contagem regressiva?,Lo vedi questo contatore?,Şu sayacı görüyor musun?,أترى العد التنازلي هذا؟,เห็น​ที่​นับ​ถอย​หลัง​อยู่​นี่​มั้ย?,Ser du hur den räknar ner?,Widzisz to odliczanie?,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
tutorial juiceman beat timer,,72,48,Make more Juice before the timer runs out!,"じかんぎれになるまえにジュースを\nつくってね",시간이 다 가기 전에 주스를 더 만들어!,你得在倒數結束前榨出更多果汁！,Fais plus de jus avant qu'il ne tombe à zéro !,"Mach mehr Saft, bevor die Zeit um ist!",¡Prepara más zumo antes de que se acabe el tiempo!,¡Prepara más jugo antes de que se acabe el tiempo!,Faça mais suco antes que o tempo acabe!,Prepara altro Succo prima che il contatore si esaurisca!,Süre dolmadan daha çok Meyve Suyu yap!,اصنع المزيد من العصير قبل أن ينتهي!,ทำ​น้ำ​ผลไม้​เพิ่ม​จนกว่า​เวลา​จะ​หมด​นะ!,Gör mer saft innan tiden tar slut!,"Zrób więcej soku, zanim upłynie czas!",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
tutorial juiceman timer fail,,72,48,"Whoops![delay,600] Let’s try that again.","あらら！[delay,600]もっかいやってみよっか","이런![delay,600] 다시 해보자.","哎呀！[delay,600]再試一次看看。","Oups ![delay,600] Réessayons.","Ups![delay,600] Lass es uns nochmals versuchen.","¡Lástima![delay,600] Inténtalo otra vez.","¡Uy![delay,600] Intentémoslo otra vez.","Vixe![delay,600] Vamos tentar de novo.","Ops![delay,600] Riproviamo.","Hay aksi![delay,600] Bir daha deneyelim.","لا بأس![delay,600] لنجرب مجددًا.","โอ๊ะ![delay,600] ลอง​อัน​นั้น​ใหม่​กัน​เถอะ","Hoppsan![delay,600] Försök en gång till.","Ups![delay,600] Spróbuj ponownie.",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
tutorial juiceman delicious,,72,48,"That was some good juicing.\n[delay,600]I'm so full!","あ～おいしかった\n[delay,600]おなかいっぱいだ！","정말 맛있는 주스네.\n[delay,600]아, 배불러!","你真會榨果汁。\n[delay,600]我喝得好飽！","Excellent pressage de jus.\n[delay,600]Je suis rassasié !","Du bist ein Profi-Saftmischer!\n[delay,600]Mein Bauch schwappt fast über!","El zumo estaba buenísimo.\n[delay,600]¡Estoy lleno!","Qué buen sabor.\n[delay,600]¡Estoy que reviento!","Foi um suco e tanto.\n[delay,600] Estou tão cheio!","Il succo era strepitoso.\n[delay,600]Sono pieno!","Nefis bir meyve suyuydu.\n[delay,600]Doydum!","كان هذا عصيرًا لذيذًا.\n[delay,600]لقد شبعت!","ทำ​น้ำ​ผลไม้​อร่อย​เลย​นะ​นั่น\n[delay,600]​ฉัน​นี่​อิ่ม​แปล้​เลย!","Där saft den! Du kan ju det här.\n[delay,600]Jag är mätt!","Świetna robota!\n[delay,600]Mam pełny brzuch!",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
tutorial juiceman farewell,,72,48,"I'll let you on through.[delay,600]\nGood luck up there!","ごちそうさまでした！[delay,600]\nうえにいけるようにするね","그럼, 지나가봐.[delay,600]\n행운을 빌게!","你可以通過了。[delay,600]\n祝你一路順風！","Je vais te laisser passer.[delay,600]\nBonne chance là-haut !","Du darfst jetzt passieren.[delay,600]\nViel Glück da oben!","Te dejaré pasar.[delay,600]\n¡Buena suerte por ahí arriba!","Te dejaré pasar.[delay,600]\n¡Buena suerte!","Vou deixar você ir adiante.[delay,600]\nBoa sorte!","Ora puoi passare.[delay,600]\nBuona fortuna, lassù!","Geçmene izin vereceğim.[delay,600]\nYukarıda bol şans!","سأسمح لك بالمرور.[delay,600]\nحظًا موفقًا بالأعلى!","ฉัน​จะ​ให้​คุณ​ผ่าน​ไป​นะ[delay,600]\nโชค​ดี​เน้อ!","Jag låter dig fortsätta.[delay,600]\nLycka till där uppe!","Pozwolę ci przejść.[delay,600]\nPowodzenia!",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ending dialog 00 poinpy,please see context of the ending dialog in the document page https://www.notion.so/moppin/Poinpy-localization-document-01f94f424e7a4801ae658910d89e1b31#3369b14f84194c6f8063d2e2519d41fd,52,26,POINPY...,ポインピーよ...,포인피...,砰比……,POINPY...,POINPY ...,POINPY...,POINPY...,POMPI...,POINPY...,POINPY...,بوينبي…,พอยน์​ปี..,POINPY...,POINPY…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 01 thank you,,52,26,THANK YOU FOR THE\nDELICIOUS JUICE...,おいしいジュース\nありがとう...,맛있는 주스\n고마워...,謝謝你為了我\n榨出美味的果汁……,MERCI POUR CE\nJUS DÉLICIEUX...,ICH DANKE DIR FÜR DEN\nHERRLICHEN SAFT ...,GRACIAS POR ESE\nZUMO TAN BUENO...,GRACIAS POR TODO\nEL EXQUISITO JUGO...,OBRIGADO PELO\nSUCO DELICIOSO...,GRAZIE PER QUEL\nSUCCO DELIZIOSO...,NEFİS MEYVE SUYU İÇİN\nTEŞEKKÜRLER...,شكرًا\nعلى العصير اللذيذ…,ขอบคุณ​สำหรับ\nน้ำ​ผลไม้​อร่อยๆ นะ..,TACK FÖR DEN UTSÖKTA\nSAFTEN...,DZIĘKUJĘ ZA\nPYSZNY SOK…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 02 lost control,,52,26,IT WAS SO SCRUMPTIOUS THAT I LOST CONTROL AND,あまりのおいしさに\nいきおいあまって,너무 맛있어서 정신없이 먹었어,這些果汁好喝到我無法自拔,UN TEL DÉLICE M'A FAIT PERDRE LE CONTRÔLE ET,"ES WAR SO LECKER, DASS ICH DIE KONTROLLE VERLOREN","ESTABA TAN RICO, QUE PERDÍ EL CONTROL Y",TAL DELICIA HIZO QUE PERDIERA EL CONTROL,ESTAVA TÃO SABOROSO QUE PERDI AS ESTRIBEIRAS,LA DELIZIA HA PRESO IL SOPRAVVENTO SU DI ME,KENDİMİ LEZZETİNE ÖYLE KAPTIRDIM Kİ,"كانت مذاقها لذيذ، فقدت السيطرة على نفسي و",มัน​น่า​ปลื้ม​ปีติ​เสีย​จน​ฉัน​ควบคุม​ตัวเอง​ไม่​ได้​เลย,DEN VAR SÅ GOD ATT JAG TAPPADE KONTROLLEN OCH,"ZATRACIŁEM SIĘ W PRZYJEMNOŚCI DO TEGO STOPNIA,",52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 03 destroy reality,,52,26,SEEM TO HAVE DESTROYED\nTHE FABRIC OF REALITY...,せかいをこわして\nしまったようだ...,아무래도 내가 현실의\n틀을 망가트린 것 같네...,我完全沒注意到\n自己摧毀了現實的結構……,JE CROIS AVOIR ALTÉRÉ\nLA TRAME DE LA RÉALITÉ...,UND WOHL DAS RAUMZEITGEFÜGE\nZERSTÖRT HABE ...,PARECE QUE DESTRUÍ\nEL TEJIDO DE LA REALIDAD...,Y CREO QUE DESTRUÍ\nEL TEJIDO DE LA REALIDAD...,E ATÉ MESMO DESTRUÍ\nO TECIDO DA REALIDADE...,E CREDO DI AVER DISTRUTTO\nIL TESSUTO DELLA REALTÀ.,GÖRÜNÜŞE GÖRE\nGERÇEKLİĞİN DOKUSUNU YOK ETMİŞİM...,أنني مزقت\nنسيج الواقع…,เหมือน​ฉัน​จะ​ทำลาย\nโครงสร้าง​แห่ง​ความ​เป็น​จริง​ซะ​แล้ว..,RÅKADE RIVA UPP VÄVEN\nSOM BINDER VERKLIGHETEN...,ŻE CHYBA ZNISZCZYŁEM\nDELIKATNĄ RZECZYWISTOŚĆ…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 04 pause,,52,26,...,...,...,……,...,...,...,...,...,...,...,...,..,...,…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 05 consciousness,,52,26,WE'RE AT THE EDGE\nOF OUR CONSCIOUSNESS...,ここは\nいしきのはざま...,우린 지금\n인식의 경계에 있어...,我們正身處\n潛意識的緣界……,NOUS SOMMES À LA LIMITE\nDE NOTRE CONSCIENCE...,WIR SCHWEBEN AM RANDE\n UNSERES BEWUSSTSEINS ...,ESTAMOS AL LÍMITE\nDE NUESTRA CONCIENCIA...,LLEGAMOS AL LÍMITE\nDE NUESTRA CONSCIENCIA...,ESTAMOS NO LIMITE\nDA NOSSA CONSCIÊNCIA...,CI TROVIAMO AI CONFINI\nDELLA NOSTRA COSCIENZA...,BİLİNCİMİZİN\nEŞİĞİNDEYİZ...,لقد بلغنا أقصى\nحدود وعينا…,เรา​อยู่​ที่​ปลาย​สุด\nแห่ง​สติสัมปชัญญะ​แล้ว..,VI BEFINNER OSS VID\nMEDVETANDETS YTTERSTA GRÄNS...,JESTEŚMY NA SKRAJU\nŚWIADOMOŚCI…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 06 world collapse,,52,26,SOON THIS WORLD WILL\nCOLLAPSE INTO NOTHINGNESS,もうじきこのせかいは\nきえてなくなり,이 세계는 곧\n무너져 없어질 거야,這個世界馬上\n就要崩解於無形,CE MONDE S'EFFONDRERA\nBIENTÔT DANS LE NÉANT,SCHON BALD WIRD SICH\nDIESE WELT IM NICHTS AUFLÖSEN,"PRONTO, LA NADA\nENGULLIRÁ ESTE MUNDO",ESTE MUNDO PRONTO\nDESAPARECERÁ EN LA NADA,LOGO ESTE MUNDO SERÁ\nENGOLIDO PELO NADA,PRESTO QUESTO MONDO\nSPROFONDERÀ NEL NULLA,YAKINDA BU DÜNYA\nHİÇLİĞE DÖNÜŞECEK,"قريبًا، سينهار هذا العالم\nعلى نفسه ليصير عدمًا",อีก​ไม่​นาน​โลก​นี้​จะ\nล่ม​สลาย​สู่​ความ​ว่าง​เปล่า,SNART KOMMER VÄRLDEN ATT\nKOLLAPSA TILL INGENTING,NIEDŁUGO TEN ŚWIAT\nZATONIE W NICOŚCI,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 07 turn to nothing,,52,26,AND ONLY FRAGMENTS OF MEMORIES WILL REMAIN...,すべてはおもいでに\nとどまるだろう...,기억의 조각만 남게 되겠지...,只有零散的記憶會留下……,ET IL N'EN RESTERA QUE DES BRIBES DE SOUVENIRS...,UND NUR ERINNERUNGSBRUCHSTÜCKE WERDEN ÜBERDAUERN ...,Y SOLO QUEDARÁN RETAZOS DE RECUERDOS...,Y SOLO QUEDARÁN FRAGMENTOS DE RECUERDOS...,E SÓ RESTARÃO ALGUNS FRAGMENTOS DE MEMÓRIAS...,E NON RIMARRANNO CHE FRAMMENTI DI RICORDI...,VE SADECE ANI PARÇALARI KALACAK...,ولن يبقى شيء سوى شظايا من ذكرياتنا…,ที่​เหลือ​อยู่​จะ​มี​เพียง​เศษ​เสี้ยว​ความ​ทรง​จำ​เท่านั้น,OCH SEN ÅTERSTÅR BARA FRAGMENT AV MINNEN...,POZOSTANĄ TYLKO URYWKI WSPOMNIEŃ…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 08 pause,,52,26,...,...,...,……,...,...,...,...,...,...,...,...,..,...,…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 09 but,,52,26,BUT THEN...,だがポインピーよ...,그래도...,但是……,MAIS...,DOCH ...,PERO...,SIN EMBARGO...,MAS...,PERÒ...,AMA SONRA...,لكن حينها…,แต่​ถึง​อย่าง​นั้น,MEN SEN...,ALE NAWET WTEDY…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 10 even though,,52,26,"THOUGH THIS WORLD WILL\nREACH ITS INEVITABLE END,",このせかいは\nおわりをむかえるが,이 세계가 피할 수 없는\n끝을 맞이하더라도,就算這世界即將迎來\n不可避免的結局,"BIEN QUE CE MONDE TOUCHE\nINEXORABLEMENT À SA FIN,","AUCH WENN DIESE WELT\nIHREM ENDE ENTGEGENSCHWEBT,","AUNQUE ESTE MUNDO\nLLEGARÁ A SU INEVITABLE FINAL,","AUNQUE ESTE MUNDO\nLLEGUE A SU INEVITABLE FINAL,","AINDA QUE ESTE MUNDO\nCHEGUE AO SEU INEVITÁVEL FIM,","ANCHE SE IL MONDO\nGIUNGERÀ ALL'INEVITABILE FINE,","BU DÜNYA KAÇINILMAZ\nSONUNA ULAŞTIĞINDA,",رغم أن هذا العالم\nسيبلغ نهايته المحتومة,แม้​โลก​นี้​ต้อง​พบ​จุดจบ\nอย่าง​หลีก​เลี่ยง​ไม่​ได้,DEN HÄR VÄRLDEN GÅR MOT\nSIN OUNDVIKLIGA UNDERGÅNG...,"GDY NADEJDZIE\nNIEUCHRONNY KONIEC,",52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 11 meet again,,52,26,"WE ARE CERTAIN TO\nMEET AGAIN, POINPY.",われわれはまた\nきっとあえる,"우린 분명\n다시 만날 거야, 포인피",我們也一定會再相見\n親愛的砰比,"NOUS NOUS REVERRONS,\nC'EST CERTAIN, POINPY.","WERDEN WIR UNS\nGANZ SICHER WIEDERSEHEN, POINPY.","SEGURO QUE VOLVEREMOS\nA ENCONTRARNOS, POINPY,","SIN DUDA ALGUNA\nNOS VEREMOS DE NUEVO, POINPY.","COM CERTEZA VOLTAREMOS\nA NOS VER, POMPI.","NOI SICURAMENTE\nCI RINCONTREREMO, POINPY,",YİNE KARŞILAŞACAĞIZ\nPOINPY.,سنلتقي مجددًا\nيا بوينبي وبلا شك.,แต่​เรา​จะ​ได้​พบ​กัน​อีก\nแน่นอน พอยน์​ปี,"MEN VI KOMMER ATT\nTRÄFFAS IGEN, POINPY.","PRZYJDZIE NAM SIĘ\nJESZCZE SPOTKAĆ, POINPY.",52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 12 destiny,,52,26,SUCH IS THE WAY\nOF OUR DESTINY...,うんめいとは\nそういうものだ...,운명이 그렇게\n정해져 있으니까...,命運早已註定\n我們的緣分未盡……,CAR C'EST NOTRE\nDESTIN...,DIESEN WEG HAT\nDAS SCHICKSAL FÜR UNS BESTIMMT ...,PUES ASÍ LO HA DISPUESTO\nEL DESTINO...,ASÍ ES COMO ESTÁ MARCADO\nNUESTRO DESTINO...,POIS ESSE É\nO NOSSO DESTINO...,POICHÉ TALE\nÈ IL NOSTRO DESTINO...,KADERİMİZE BÖYLE\nYAZILMIŞ...,هذا هو\nمصيرنا…,ชะตา​ของ​เรา​กำหนด​ไว้\nแบบ​นั้น..,DET ÄR VÅRT ÖDE...,TAKIE JEST\nNASZE PRZEZNACZENIE…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 13 when we do,,52,26,"...SO IF AND WHEN\nWE DO MEET AGAIN,",...ふたたびあえた\nそのときは,... 그렇게 혹시\n우리가 다시 만나면,……我知道\n當我們再次相遇,"... DONC SI ET QUAND\nNOUS NOUS REVERRONS,","... FALLS UND WENN WIR\nUNS WIEDERSEHEN,","... ASÍ QUE, CUANDO NOS\nVOLVAMOS A ENCONTRAR,","... Y CUANDO NOS VOLVAMOS\nA ENCONTRAR,","E NÃO IMPORTA QUANDO\nOU ONDE ISSO ACONTEÇA,","SE E QUANDO NOI DUE\nCI RINCONTREREMO,",...TEKRAR\nKARŞILAŞIRSAK,"…وإذا ومتى\nالتقينا مجددًا،",... สัก​วัน​เรา​จะ\nได้​พบ​กัน​อีก,...SÅ OM OCH NÄR\nVI TRÄFFAS IGEN...,"…A GDY SIĘ\nJUŻ SPOTKAMY,",52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 14 feed me again,,52,26,I SHALL LOOK TO YOU TO\nFEED ME ONCE MORE...,またおいしいものを\nたのんだぞ...,그때도 배가 고프면\n꼭 널 찾을게...,我依然會需要你\n填飽我飢餓的肚子……,JE COMPTERAI SUR TOI POUR\nME NOURRIR À NOUVEAU...,SOLLST ERNEUT DU\nMEINEN DURST STILLEN ...,TE PEDIRÉ QUE VUELVAS\nA ALIMENTARME...,CONTARÉ CONTIGO\nPARA QUE ME ALIMENTES OTRA VEZ...,IREI ATÉ VOCÊ PARA QUE\nSACIE MINHA FOME DE NOVO...,SARAI TU A PLACARE\nNUOVAMENTE LA MIA FAME...,BENİ TEKRAR BESLEMENİ\nBEKLEYECEĞİM...,سأبحث عنك مجددًا\nلتشبع جوعي…,ฉัน​จะ​คอย​มอง​หา​คุณ\nให้​คุณ​เอา​ให้​ฉัน​กิน​อีก..,DÅ BER JAG DIG\nATT MATA MIG IGEN...,ZNÓW ZASPOKOISZ\nMÓJ GŁÓD…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 15 pause,,52,26,...,...,...,……,...,...,...,...,...,...,...,...,..,...,…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 16 times end,,52,26,...IT SEEMS WE HAVE\nREACHED OUR TIME'S END.,...そろそろ\nじかんのようだ,... 이곳에서의 시간은\n이제 다 된 것 같아,……看來我們抵達\n時間的盡頭了,... NOTRE TEMPS ENSEMBLE\nS'ACHÈVE ICI ET MAINTENANT.,"... ES SCHEINT, WIR SIND\nAM ENDE UNSERER ZEIT.",... PARECE QUE NUESTRO\nTIEMPO HA TERMINADO.,... PARECE QUE ESTE ES EL FIN\nDE NUESTRO TIEMPO.,PARECE QUE CHEGAMOS\nAO FIM DO NOSSO TEMPO.,A QUANTO PARE È GIUNTA\nLA FINE DEL NOSTRO TEMPO...,...GÖRÜNÜŞE GÖRE\nSONA GELDİK.,…يبدو أننا وصلنا\nإلى نهاية لقائنا.,... เหมือน​เรา​จะ​มา​ถึง\nจุดจบ​แห่ง​กาล​เวลา​ของ​เรา​แล้ว,...VÅR TID TILLSAMMANS\nÄR SLUT.,…CHYBA NASTAŁ\nKONIEC NASZEGO CZASU.,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
